word,Sentiment
merdesa,Negative
mala,Negative
keder,Negative
petugas,Negative
mencamuk,Negative
pusung,Negative
kincit,Negative
cemeh,Negative
kafilah,Negative
lolos,Negative
berhati walang,Negative
terpisah,Negative
menceret,Negative
inaugurasi,Negative
menjeburkan,Negative
rompong,Negative
tingau,Negative
penghapus,Negative
tahi,Negative
menghina(kan) melanyak,Negative
bertapa,Negative
menyadau,Negative
menyemangati,Negative
permai,Negative
cerita burung,Negative
kelusuh-kelasah,Negative
menuba,Negative
peserta,Negative
tertunda,Negative
bersandarkan,Negative
narasi,Negative
mengonslah,Negative
bengkok,Negative
besar perut,Negative
mengetes,Negative
menimbang-nimbang,Negative
marah,Negative
buang air kecil,Negative
sumbing,Negative
seranah,Negative
seman,Negative
sigap,Negative
wangsit,Negative
mencungkil,Negative
menguar,Negative
membentak,Negative
jodoh,Negative
asumsi,Negative
cupul,Negative
berlompatan,Negative
tulang,Negative
arbitrer,Negative
kurang pikiran,Negative
kerosek,Negative
jobak,Negative
serenging,Negative
bertumbuk,Negative
jongkok,Negative
teks,Negative
ranai,Negative
hakiki,Negative
geladir,Negative
anak air,Negative
sangsi,Negative
embat,Negative
kesusahan,Negative
garang,Negative
bangkang,Negative
lintar,Negative
dangkap,Negative
kejar,Negative
persediaan,Negative
el,Negative
erot,Negative
bertemu roma,Negative
mam,Negative
menyerampang,Negative
menganjurkan,Negative
bekicot,Negative
bangle,Negative
usikan,Negative
teladan,Negative
patuk,Negative
daya upaya,Negative
patut,Negative
bertautan,Negative
menyungkit,Negative
lata,Negative
bengkerap,Negative
senat,Negative
bercorak,Negative
kekerabatan,Negative
luntur,Negative
bersebaran,Negative
deklarasi,Negative
relevansi,Negative
kedut,Negative
idola,Negative
toboh,Negative
tercerai,Negative
senteng,Negative
merefleksikan,Negative
berjihad,Negative
simpatik,Negative
timbul,Negative
timbun,Negative
tercekluk,Negative
kunarpa,Negative
pialang,Negative
penubuhan,Negative
terudak,Negative
berat ekor,Negative
kasep,Negative
keremus,Negative
gagap,Negative
mematut-matut,Negative
cakap angin,Negative
cercah,Negative
menguburkan,Negative
gembil,Negative
hilang semangat,Negative
mereken,Negative
membakar,Negative
menengahi,Negative
sambit,Negative
belingsat,Negative
lembaga,Negative
seluk-beluk,Negative
menyita,Negative
oyong,Negative
membukukan,Negative
menyebelah,Negative
menancap,Negative
bebat,Negative
menyusup,Negative
pendek akal,Negative
membeli,Negative
kelengangan,Negative
menyembilu,Negative
mumi,Negative
cempala mulut,Negative
putih,Negative
beralaskan,Negative
tetesan darah,Negative
bulsak,Negative
gapura,Negative
peruntungan,Negative
pembabil,Negative
kurang ajar,Negative
angkup,Negative
geregetan,Negative
tinju,Negative
mengisruhkan,Negative
inferior,Negative
mengunyah,Negative
titik berat,Negative
ahli bahasa,Negative
bertengkar,Negative
terdampar,Negative
cempelung,Negative
penata,Negative
pun,Negative
gempuran,Negative
jemari,Negative
resesi,Negative
bongkar-bangkir,Negative
reca,Negative
roh jahat,Negative
pub,Negative
berat otak,Negative
bertarak,Negative
mengias,Negative
kemuraman,Negative
penutur bahasa,Negative
basi,Negative
menyingsing,Negative
penindasan,Negative
sayu rayu,Negative
tangisan,Negative
ampel,Negative
mengharukan,Negative
lotre,Negative
tahu,Negative
amtenar,Negative
ketuat,Negative
mengarik,Negative
dongkel,Negative
riuk,Negative
wejang,Negative
rompyok,Negative
banyak cincong,Negative
terbangai,Negative
kuno,Negative
ketumbukan,Negative
ke belakang,Negative
kesengsaraan,Negative
sampai,Negative
dina,Negative
tekek,Negative
mengeremus,Negative
sapi jantan,Negative
warta,Negative
pumpun,Negative
berlawanan,Negative
sivilisasi,Negative
batuk lelah,Negative
laluan,Negative
membeda-bedakan,Negative
kapal,Negative
melaksanakan,Negative
emper,Negative
terdesak,Negative
mencetak,Negative
tumpul otak,Negative
tertegak,Negative
kebentok,Negative
tersuruk,Negative
bertalun-talun,Negative
stori,Negative
bongak,Negative
bertokok,Negative
renyem,Negative
ruyup,Negative
embus,Negative
memperhitungkan,Negative
jamin,Negative
kering,Negative
cumbuan,Negative
gempita,Negative
penarah,Negative
kardinal,Negative
edaran,Negative
berpada-pada,Negative
lebar,Negative
tertuju,Negative
menumpas,Negative
akar,Negative
berkilah,Negative
gebang,Negative
menonjolkan,Negative
hanya,Negative
menggoyahkan menggerakkan,Negative
menggema,Negative
metode,Negative
berkeras-kerasan,Negative
memantai,Negative
berkarat,Negative
memantak,Negative
gara-gara,Negative
perbaraan,Negative
legalisasi,Negative
gurau,Negative
ginding,Negative
pukul,Negative
tunggul,Negative
menunjukkan,Negative
karu,Negative
kilang,Negative
tosan aji,Negative
mulut gapil,Negative
agen,Negative
menekankan,Negative
balik adab,Negative
menyelinap,Negative
berdoa,Negative
ketimpangan,Negative
parlente,Negative
sontak,Negative
gendut,Negative
gelis,Negative
bersisalak,Negative
zero,Negative
melantak,Negative
bertian,Negative
pasal,Negative
simak,Negative
main kayu,Negative
azimat,Negative
menjalari,Negative
kompleksitas,Negative
mengerkau,Negative
garit,Negative
selubung,Negative
jembalang,Negative
tersirah,Negative
beragam,Negative
silang selisih,Negative
kebangkitan,Negative
amah,Negative
ceracau,Negative
cegak,Negative
ceracam,Negative
mengorek,Negative
watu,Negative
berduaan,Negative
indolen,Negative
sapi,Negative
goyah,Negative
muflis,Negative
kerabat,Negative
kedai minuman,Negative
kabin,Negative
pekir,Negative
berzikir,Negative
penyelidikan,Negative
menyatukan,Negative
semaput,Negative
kempa,Negative
rangkul,Negative
berlandaskan,Negative
serangan,Negative
pukulan,Negative
ukir,Negative
hamil,Negative
membobol,Negative
penumpang,Negative
kegaduhan,Negative
cengung,Negative
hamik,Negative
kambuh,Negative
tukar,Negative
tukas,Negative
bahlul,Negative
merunyamkan,Negative
makan bawang,Negative
menyodorkan,Negative
beringsut,Negative
sangit,Negative
belendung,Negative
malu mata,Negative
bersiteguh,Negative
peragaan,Negative
bertemperasan,Negative
meranggah,Negative
reput,Negative
kebirahan,Negative
mengayunkan,Negative
memberantas,Negative
bertudung lingkup,Negative
nyenyak,Negative
sumpek,Negative
berguam,Negative
memeriksa,Negative
kada,Negative
langkap,Negative
menyalakan,Negative
inai,Negative
menggarangkan,Negative
giang,Negative
rayah,Negative
menghabisi,Negative
bersangkut,Negative
langkan,Negative
ambil,Negative
urun,Negative
mencemat,Negative
nyenyat,Negative
bergolak,Negative
berzina,Negative
memikirkan,Negative
pencahayaan,Negative
ternoda,Negative
talun,Negative
bedel,Negative
kasip,Negative
sila,Negative
sapit,Negative
terpa,Negative
keran,Negative
berselisih,Negative
kerai,Negative
oposisi,Negative
hardik,Negative
sifer,Negative
menyakatkan,Negative
meranyah,Negative
penghambat,Negative
gerombong,Negative
merambak,Negative
cadang,Negative
gela,Negative
daging tumbuh,Negative
penongkat senduk,Negative
berserah,Negative
lelembut,Negative
menembis,Negative
murus,Negative
bertukar akal,Negative
kemunduran,Negative
rengeh,Negative
angit,Negative
tajak,Negative
porak-poranda,Negative
terjungkal,Negative
reba,Negative
meladeni,Negative
retak,Negative
karena,Negative
belulang,Negative
jembel,Negative
pembersih,Negative
biksah,Negative
mayit,Negative
tersampuk,Negative
inga,Negative
afiliasi,Negative
kaki ayam,Negative
persesuaian bunyi,Negative
mengendur,Negative
menggelogok,Negative
menghancurkan,Negative
tercengung,Negative
lambang,Negative
berpangku tangan,Negative
meredik,Negative
bangkai,Negative
defisit,Negative
getaran,Negative
kelangkan,Negative
tapa-tapa,Negative
semenggah,Negative
terkejar,Negative
baktau,Negative
cacing,Negative
menggabungkan,Negative
uyuh,Negative
pilu,Negative
membaik,Negative
beregu,Negative
cendala,Negative
mengempis,Negative
mengawali,Negative
memanggang,Negative
merukunkan,Negative
bambung,Negative
teperlus,Negative
bandit,Negative
omongan,Negative
menggeleng,Negative
celaan,Negative
menyeberang,Negative
berpalit-palit,Negative
bersembahyang,Negative
gaung,Negative
semburan,Negative
menyabung,Negative
lecap,Negative
dapra,Negative
membocorkan,Negative
himpunan,Negative
tersara bara,Negative
banteng,Negative
bergamit,Negative
bersempuras,Negative
mengonyok,Negative
kabinet,Negative
serakan,Negative
maherat,Negative
onak,Negative
kecabuhan,Negative
berkuliah,Negative
merapunkan,Negative
bergosok,Negative
dum,Negative
rasio,Negative
satire,Negative
getap,Negative
terjerumus,Negative
jeraus,Negative
pa,Negative
melulu,Negative
khabis,Negative
mengemukakan,Negative
penyadur,Negative
pangkal kerongkongan,Negative
iman,Negative
memasak,Negative
cium,Negative
awut,Negative
kronis,Negative
parokial,Negative
cotok,Negative
antun,Negative
kuyu,Negative
pasangan hidup,Negative
udara,Negative
biji buah,Negative
mitra,Negative
tabungan,Negative
bersuka-sukaan,Negative
memerli,Negative
abon,Negative
dinasti,Negative
mencegah,Negative
beranang,Negative
nanar,Negative
nakal,Negative
mendungas,Negative
senyap,Negative
muatan,Negative
tertindas,Negative
grip,Negative
berburuk,Negative
huda,Negative
kayangan,Negative
alai-belai,Negative
domba,Negative
menyiksa,Negative
sumpah serapah,Negative
kekotoran,Negative
rim,Negative
cerup,Negative
jotos,Negative
ragam,Negative
menggoyangkan,Negative
geladah,Negative
lingsir,Negative
open,Negative
obsolet,Negative
bengis,Negative
ongkang-ongkang,Negative
anggai,Negative
gemeletek,Negative
memaki,Negative
otak telur,Negative
gering,Negative
memaku,Negative
berpadu,Negative
menelanjangi,Negative
rute,Negative
konsistensi,Negative
berakhlak,Negative
pusing keling,Negative
nyanyang,Negative
dekil,Negative
tapak kaki,Negative
bonus,Negative
cahari,Negative
berpartai,Negative
seluk beluk,Negative
gemblung,Negative
kenyih,Negative
menambus,Negative
bergaduh,Negative
bentrok,Negative
paganisme,Negative
bercintaan,Negative
seko,Negative
gabuk,Negative
tiup-tiup,Negative
berseloroh,Negative
keletah,Negative
sampur,Negative
pameran,Negative
pelaksanaan,Negative
merencah,Negative
mendongkolkan,Negative
sampul,Negative
sampuk,Negative
langis,Negative
cempera,Negative
malapetaka,Negative
ampu,Negative
peluru,Negative
tim,Negative
menyorongkan,Negative
lacur,Negative
mendiskreditkan,Negative
kendatipun,Negative
pasak,Negative
berkolusi,Negative
buka,Negative
izin,Negative
garib,Negative
menghirup,Negative
mendebarkan,Negative
panji-panji,Negative
berengsaan,Negative
saksama,Negative
guyon,Negative
butek,Negative
menyamakan,Negative
meremang,Negative
bertapakkan,Negative
kolaps,Negative
bengap,Negative
menyabot,Negative
menekan,Negative
kecipir,Negative
bertentangan,Negative
dwiganda,Negative
bergaung,Negative
keaiban,Negative
meruak,Negative
teknik,Negative
khalwat,Negative
wasit,Negative
menampik,Negative
ke-tidakjelasan,Negative
empang,Negative
berganggang,Negative
pengukuhan,Negative
menggunting,Negative
jelukan,Negative
pretel,Negative
intimidasi,Negative
hadang,Negative
penyepit,Negative
mencerup,Negative
jariji,Negative
penghukuman arestasi,Negative
mendidis,Negative
mendidih,Negative
membabat,Negative
bersendi,Negative
bukat,Negative
sunam,Negative
pengotoran,Negative
garis,Negative
mengejutkan,Negative
menanggulangi,Negative
tertubruk,Negative
kukul,Negative
jembatan,Negative
sambaran,Negative
tumandang,Negative
begana-begini,Negative
alamiah,Negative
hantam kromo,Negative
Anda,Negative
babil,Negative
berpuaka,Negative
mengazabkan,Negative
pikat,Negative
melaknat,Negative
berpura-pura,Negative
lungkang,Negative
bercura,Negative
kasim,Negative
meloya,Negative
membembam,Negative
mengedut,Negative
bertelimpuh,Negative
cobaan,Negative
hengkang,Negative
akreditasi,Negative
mendarat,Negative
leler,Negative
senior,Negative
menindas,Negative
dompleng,Negative
dahiat,Negative
menyemak,Negative
menggeligis,Negative
minimal,Negative
menggarit,Negative
haru biru,Negative
cempung,Negative
memadatkan,Negative
parlemen,Negative
tanggungan,Negative
ceruk,Negative
talenan,Negative
odoh,Negative
budek,Negative
jaruman,Negative
barbar,Negative
tampuk,Negative
sobek,Negative
berperang hati,Negative
tidak,Negative
kebingungan,Negative
peniti,Negative
munding,Negative
letup,Negative
letus,Negative
modar,Negative
berduyun-duyun,Negative
menengking,Negative
mengayun,Negative
menempel,Negative
singkat akal,Negative
menyalak,Negative
kebun,Negative
hasad,Negative
penyanggah,Negative
ziarah,Negative
menggilas,Negative
selektif,Negative
anak cucu,Negative
bergelegak,Negative
muntup,Negative
berbadan dua,Negative
mengudak,Negative
alahan,Negative
kekerasan,Negative
kelamin,Negative
mengoyok,Negative
kunjung,Negative
gelung,Negative
berongga,Negative
kelengar,Negative
lopak-lapik,Negative
setimpal,Negative
mariyuana,Negative
mahkamah,Negative
bertaburan,Negative
terjerohok,Negative
ringkik,Negative
caba,Negative
anekdot,Negative
tenggarang,Negative
mengembus,Negative
kobaran,Negative
menggelingsir,Negative
leduk,Negative
serengit,Negative
sentilan,Negative
menggelinyau,Negative
menggondol,Negative
kelimut,Negative
gorong-gorong,Negative
aksa,Negative
berdengus,Negative
memikat,Negative
serik,Negative
otak ayam,Negative
mengenyam,Negative
membegal,Negative
pengingkaran,Negative
grup,Negative
meruntun,Negative
ua,Negative
semua,Negative
uber,Negative
hinaan cacian,Negative
benah hati,Negative
luncas,Negative
pengecoh,Negative
darat,Negative
syak,Negative
lakon,Negative
bergumam,Negative
bimbang,Negative
tengkoh,Negative
mengorup,Negative
cura,Negative
pranatal,Negative
berkerubung,Negative
sepit,Negative
uras,Negative
beradu mulut,Negative
boleh juga,Negative
kulak,Negative
cantrik,Negative
titi,Negative
bergerombol,Negative
invalid,Negative
betul,Negative
yang,Negative
besi tua,Negative
brokat,Negative
bercempera,Negative
menggagalkan,Negative
menilai,Negative
khatimah,Negative
argumen,Negative
keropok,Negative
draw,Negative
terkuak,Negative
beramuk,Negative
membeslah,Negative
cacing pita,Negative
lelung,Negative
tubuh,Negative
batang,Negative
beol,Negative
caruk,Negative
mencengkam,Negative
kenan,Negative
bagus,Negative
berbanding,Negative
carut,Negative
sipongang,Negative
membajak,Negative
info,Negative
ladang,Negative
awur,Negative
aiku,Negative
berkhianat,Negative
pasokan,Negative
bergoyah,Negative
menuntut,Negative
cengger,Negative
timpuk,Negative
centang,Negative
cacing palolo,Negative
balik gagang,Negative
cacing hitadid,Negative
reaksi,Negative
berlipat ganda,Negative
melandai,Negative
berkeping-keping,Negative
mengagak-agak,Negative
jalan layang,Negative
gamat,Negative
terkocok,Negative
bentak,Negative
berumpun,Negative
bentan,Negative
ngeang,Negative
kematian,Negative
miskin,Negative
kesuraman,Negative
pekuk,Negative
asmara,Negative
praduga,Negative
merejeng,Negative
berbiak,Negative
trayek,Negative
arik,Negative
mewakili,Negative
implikasi,Negative
terpulang,Negative
memosisikan,Negative
demonstrasi,Negative
mengambang,Negative
kepenatan,Negative
kekecewaan,Negative
caci maki,Negative
menangkal,Negative
membandingkan,Negative
travesti,Negative
memangku,Negative
fatal,Negative
celih,Negative
manasuka,Negative
perang mulut,Negative
peradam,Negative
bertasyakur,Negative
goyang,Negative
menyayung,Negative
embah,Negative
sabil,Negative
terpuruk,Negative
manifestasi,Negative
pembarut,Negative
memantang,Negative
sabit,Negative
bahaya,Negative
berbohong,Negative
menaklukkan,Negative
mengoleng,Negative
beloon,Negative
terkam,Negative
horor,Negative
lutu,Negative
suka hati,Negative
bantar,Negative
akut,Negative
mengikhtisarkan,Negative
terguncang,Negative
tanggul,Negative
usak,Negative
serampangan,Negative
presentasi,Negative
kikis,Negative
comblang,Negative
jalang,Negative
menghasut,Negative
polusi,Negative
sumarah,Negative
seleder,Negative
firasat,Negative
buncah,Negative
yunior,Negative
korup,Negative
kabil,Negative
kapuk,Negative
fosil,Negative
puaka,Negative
ogel,Negative
kecaman,Negative
biji mata,Negative
berbisa,Negative
purbasangka,Negative
soal jawab,Negative
kafe,Negative
menampakkan diri,Negative
kecapan,Negative
jarum,Negative
awut-awutan,Negative
terjepit,Negative
tugal,Negative
kicik,Negative
bermesraan,Negative
gelopak,Negative
menyenangkan,Negative
rekam,Negative
mendapati,Negative
kekhawatiran,Negative
peretel,Negative
ngotot,Negative
kontak,Negative
memanjatkan doa,Negative
tutur kata,Negative
bertunangan,Negative
karangan,Negative
bilik,Negative
pertentangan,Negative
tumbang vertikal,Negative
serasi,Negative
tersusul,Negative
ikat rambut,Negative
berperai-perai,Negative
upah,Negative
meleja,Negative
mencebur,Negative
ketenangan,Negative
manggak,Negative
menengkar,Negative
getun,Negative
si polan,Negative
burai,Negative
tengku,Negative
kecantol,Negative
bala bencana,Negative
menceng,Negative
berceloteh,Negative
sesat pusat,Negative
bendoro,Negative
menipu,Negative
aksioma,Negative
ekor,Negative
broker,Negative
menghadiahkan,Negative
berwarna,Negative
mencerkau,Negative
terempas,Negative
ganda,Negative
belas,Negative
mengejar,Negative
tua bangka,Negative
walau,Negative
jelas,Negative
penggali,Negative
daki,Negative
pembudayaan,Negative
bulan-bulanan,Negative
menyesalkan,Negative
menghancurluluhkan,Negative
bahtera,Negative
jiplak,Negative
dedemit,Negative
pembelit,Negative
janggal,Negative
bertingkuh,Negative
menaruh syak,Negative
kepincangan,Negative
sudi,Negative
meraut,Negative
berdesakan,Negative
penghalang,Negative
penis,Negative
urgen,Negative
memidana,Negative
badai,Negative
seringing,Negative
jajah,Negative
anak bukit,Negative
merisak,Negative
redang,Negative
salak,Negative
ancai,Negative
menyawar,Negative
terambau,Negative
rida,Negative
berhujah,Negative
wejangan,Negative
sosi,Negative
gembol,Negative
sirkuler,Negative
timah panas,Negative
aru-aru,Negative
amat sangat,Negative
menukik,Negative
lorong,Negative
mempertaruhkan,Negative
roda,Negative
daras,Negative
menggadaikan,Negative
sudu,Negative
jeran,Negative
memegat,Negative
menegangkan,Negative
slip,Negative
hangat,Negative
menjerit,Negative
hisap,Negative
terpojok,Negative
silu,Negative
pentung-pentungan,Negative
deraan,Negative
talas,Negative
menggebos,Negative
berdusta,Negative
cuai,Negative
berpencaran,Negative
resap,Negative
menjelek-jelekkan,Negative
usul,Negative
sepenuhnya,Negative
tedak,Negative
pales,Negative
mendesak,Negative
menggempur,Negative
rintik,Negative
solokan,Negative
brengsek,Negative
menggaduhkan,Negative
hawa,Negative
sulalah,Negative
membatasi,Negative
ranyah,Negative
menjunam,Negative
terjang,Negative
alkisah,Negative
merandu,Negative
gulana,Negative
kromatis,Negative
belaian,Negative
menggigih,Negative
obral,Negative
bergurau senda,Negative
batal,Negative
batas,Negative
gelagat,Negative
gegetun,Negative
menggali-gali,Negative
berawan,Negative
cecap,Negative
melepek,Negative
pegal hati,Negative
wedus,Negative
penyangga,Negative
penyertifikatan,Negative
banyak,Negative
butut,Negative
rendah,Negative
memerusa,Negative
ciuman,Negative
plongah-plongoh,Negative
sobat,Negative
penanggalan,Negative
wawa,Negative
beradu lidah,Negative
memorakporandakan,Negative
lengkap,Negative
butuh,Negative
murka,Negative
mengandung,Negative
ikat janji,Negative
dungu,Negative
terlulur,Negative
kelati,Negative
raba,Negative
menuju,Negative
menjamin,Negative
engkau,Negative
mencempung,Negative
perantara,Negative
buhuk,Negative
semprotan,Negative
bergosokan,Negative
lindap,Negative
sungguhpun,Negative
auta,Negative
harap-harap,Negative
geretan,Negative
ingar,Negative
labuda,Negative
nihil,Negative
selokan,Negative
juru damai,Negative
berhantaran,Negative
kelesuan,Negative
suram,Negative
titian,Negative
surah,Negative
menghukumkan,Negative
amburadul,Negative
ceceran,Negative
mencoret,Negative
buang air,Negative
pemerasan,Negative
mencekuh,Negative
langka,Negative
riang gembira,Negative
ambalan,Negative
bentang,Negative
mengentak,Negative
keributan,Negative
terhambat,Negative
tentu,Negative
menodai,Negative
berguyub,Negative
globe,Negative
cerai-berai,Negative
randek,Negative
segera,Negative
lerak,Negative
banal,Negative
bogem,Negative
kritik,Negative
penyekutuan (Allah),Negative
menir,Negative
menerjunkan,Negative
kehampaan,Negative
menyangkak,Negative
menggelisahi,Negative
ladah,Negative
calit,Negative
terlanggar,Negative
bertumbangan,Negative
mengeruh,Negative
menginjeksi,Negative
bangang,Negative
tunjangan,Negative
residivis,Negative
deras,Negative
kritis,Negative
bersekutu,Negative
bobot,Negative
terperuk,Negative
lajat,Negative
benar,Negative
berlinang,Negative
celonok,Negative
bertamu,Negative
kaus,Negative
membuncahkan,Negative
kewalahan,Negative
kernyih,Negative
mudik,Negative
melankoli,Negative
hardikan,Negative
kanak-kanak anyir,Negative
menimbang,Negative
menyatu,Negative
meragu,Negative
berdasarkan,Negative
mencirit,Negative
lungse,Negative
cerabah,Negative
orang halus,Negative
bufer,Negative
mengabar,Negative
sempurna,Negative
kerajaan,Negative
bimbing,Negative
buas,Negative
berkuat,Negative
belit,Negative
tertanam,Negative
sajen,Negative
anak penak,Negative
liplap,Negative
kocok,Negative
cacian,Negative
zat pemabuk,Negative
gamak,Negative
retas,Negative
pariwara,Negative
gamam,Negative
aru,Negative
terlewat,Negative
tenggang,Negative
menyedot,Negative
adegan,Negative
capak,Negative
kufur,Negative
capai,Negative
kerbau,Negative
bercak,Negative
lumer,Negative
layak,Negative
menyirapkan,Negative
menyelak,Negative
kumbang,Negative
vagina,Negative
ulasan pers,Negative
gulung tikar,Negative
mengabsorpsi,Negative
cabik,Negative
kelatahan,Negative
berpuak-puak,Negative
memberhentikan,Negative
mengekol,Negative
seladang,Negative
ihwal,Negative
cendekia,Negative
gohong,Negative
mengubur,Negative
amandel,Negative
kepetangan,Negative
berpasangan,Negative
kelompang,Negative
selesai,Negative
berteraskan,Negative
udi,Negative
tilas,Negative
sakit-sakitan,Negative
asal-asalan,Negative
hampa,Negative
pembendung,Negative
melenyapkan,Negative
timburu,Negative
menampel,Negative
tepian mata,Negative
menangap,Negative
sediaan,Negative
paralelogram,Negative
labrak,Negative
cerita,Negative
belanja,Negative
unam,Negative
cema,Negative
idap,Negative
perban,Negative
lipat dua,Negative
boksen,Negative
pijat-pijat,Negative
menyabung (nyawa),Negative
pampat,Negative
minhaj,Negative
defekasi,Negative
abdi negara,Negative
lalat hijau,Negative
membawat,Negative
mengirap,Negative
mengirat,Negative
asah,Negative
menolok,Negative
beranak cucu,Negative
perlina,Negative
mil,Negative
terban,Negative
bunda,Negative
pengesahan,Negative
anglo,Negative
membongkar,Negative
krista,Negative
hitam,Negative
blobor,Negative
merampus,Negative
jari,Negative
menghembalang,Negative
destar,Negative
mencekak,Negative
cemburu,Negative
resonansi,Negative
gurun,Negative
tumpul,Negative
guruh,Negative
induk semang,Negative
bergerombolan berkawanan,Negative
kepala udang,Negative
pancaran,Negative
sendal,Negative
bosun,Negative
gurub,Negative
batuk-batuk,Negative
ovipositor,Negative
intrinsik,Negative
dadah,Negative
awi,Negative
tumpur,Negative
putau,Negative
ampai,Negative
ifrit,Negative
lengkur,Negative
menyelentik,Negative
embal,Negative
melahap,Negative
jangkit,Negative
mencampurbaurkan,Negative
bencana,Negative
berparak,Negative
tunasusila,Negative
ampas,Negative
meminta (kpd Tuhan),Negative
meralip,Negative
kepalan,Negative
berharap,Negative
mulut gatal,Negative
mencucuk,Negative
menggalakkan,Negative
tangkapan,Negative
mengusap,Negative
anak-anakan,Negative
menghardik,Negative
kejernihan,Negative
beralih,Negative
pendongkrak,Negative
menundukkan,Negative
cukupan,Negative
timpang,Negative
nis-,Negative
liwa,Negative
peng-antara,Negative
ceker,Negative
memvonis,Negative
belinjo,Negative
meracik,Negative
mendasar,Negative
rompoh,Negative
sulfur,Negative
terpancang,Negative
terkencar-kencar,Negative
menghantui,Negative
bangkit,Negative
lela,Negative
silap,Negative
gemal,Negative
habis akal,Negative
kidib,Negative
menyelidiki,Negative
kabar burung,Negative
gemas,Negative
perdebatan,Negative
silam,Negative
pemberian,Negative
pengangkatan,Negative
histeris,Negative
tegur ajar,Negative
berkorban,Negative
merindingkan,Negative
lali,Negative
kemamang,Negative
cepat,Negative
garis bawah,Negative
incang-incut,Negative
memikul,Negative
menarik,Negative
meningkah,Negative
ganar,Negative
ganas,Negative
mengesup,Negative
bir,Negative
influensa,Negative
terhindar,Negative
durjana,Negative
tabrak,Negative
biarpun,Negative
setek,Negative
kantong perut,Negative
menconteng,Negative
pelesit,Negative
lumut,Negative
menyimpang,Negative
berkawan,Negative
dialog,Negative
ujung,Negative
ikat,Negative
meneguhkan,Negative
pengiriman,Negative
lepasan,Negative
khasi,Negative
jenaka,Negative
mencalit,Negative
goncang,Negative
bergumul,Negative
membencanai,Negative
gelisah,Negative
redam,Negative
kenestapaan,Negative
sidik midik,Negative
stagnasi,Negative
lingkup,Negative
blaster,Negative
merentak,Negative
bertubrukan,Negative
penuh sesak,Negative
kakas,Negative
celomok,Negative
terpaut,Negative
cacing rambut kuda,Negative
moncong,Negative
sentakan,Negative
bergesel,Negative
rempak,Negative
bangsawan,Negative
bergesek,Negative
kukur,Negative
diskredit,Negative
kelam,Negative
bujukan,Negative
mengamput,Negative
jahit,Negative
adil,Negative
penyalut,Negative
terpukul,Negative
teralienasi,Negative
kukuh,Negative
bergeser,Negative
biasa,Negative
tali jantung,Negative
bertitikan,Negative
berlengkesa,Negative
durkarsa,Negative
sesat,Negative
puncak,Negative
puatang,Negative
tangkas,Negative
komunikasi,Negative
pusang,Negative
sempelah,Negative
menurunkan,Negative
berbakti,Negative
menguntungkan,Negative
romong,Negative
morat-marit,Negative
terpacak,Negative
jalur,Negative
gebu,Negative
tekak,Negative
murca,Negative
lisut,Negative
mencemplung,Negative
distingsi,Negative
gerobak,Negative
buletin,Negative
berlalu,Negative
kekecohan,Negative
teologis,Negative
menjeramah,Negative
menjiplak,Negative
garwa ampil,Negative
mungil,Negative
sumpit,Negative
sara,Negative
penganggur,Negative
menggerenyam,Negative
epigon,Negative
merayau,Negative
merentang-rentang,Negative
merayap,Negative
memipihkan,Negative
berbantah,Negative
aparat,Negative
kucar-kacir,Negative
berdaulat,Negative
menyaman,Negative
krisis,Negative
pengap,Negative
adon,Negative
spektakel,Negative
keras kepala,Negative
menyeruput,Negative
lawas,Negative
cagaran,Negative
padang pasir,Negative
minim,Negative
menyingkapkan,Negative
terserak,Negative
selebaran,Negative
terbuka,Negative
meleting,Negative
menggarong,Negative
berbeda,Negative
cembung,Negative
kuwur,Negative
cerita rekaan,Negative
tercengang-cengang,Negative
agar,Negative
bosman,Negative
sama-sama,Negative
kebisuan,Negative
domot,Negative
keterlibatan,Negative
sirna,Negative
aba-aba,Negative
karavan,Negative
suka mengganggu,Negative
terluang,Negative
memenggal lidah,Negative
ekofraksia,Negative
baterai,Negative
pertiwi,Negative
penelik,Negative
kelebihan,Negative
menggeramus,Negative
sayu rawan,Negative
menyepuk,Negative
sajak,Negative
prosa,Negative
berkupak,Negative
cerna,Negative
cemoohan,Negative
menggila,Negative
beleter,Negative
menjahatkan,Negative
anom,Negative
begal,Negative
tarekat,Negative
rawak,Negative
tupai,Negative
kasemat,Negative
rawan,Negative
abnormalitas,Negative
mencukupi,Negative
jalanan,Negative
cemuas,Negative
dam,Negative
ekspirasi,Negative
menyinggang,Negative
mengimbangi,Negative
penarung,Negative
merasi,Negative
cacing gelang-gelang,Negative
ludes,Negative
pedas,Negative
pedar,Negative
waswas,Negative
menonjok,Negative
aju,Negative
buang hajat,Negative
membosankan,Negative
bala,Negative
ketaksaan,Negative
rombengan,Negative
pemerdaya,Negative
memarap,Negative
larat,Negative
pelor,Negative
gastroenterologi,Negative
bangbung,Negative
membentur,Negative
karang,Negative
ongok,Negative
tersaku,Negative
menagak,Negative
safih,Negative
tulang punggung,Negative
berpijar,Negative
mengganas bercabul,Negative
titisan darah,Negative
jaras,Negative
menghentikan,Negative
rengsa,Negative
menyerang,Negative
jawab,Negative
kalimat,Negative
membeset,Negative
jantung hati,Negative
cuca,Negative
bebel,Negative
sukaria,Negative
konveks,Negative
beli,Negative
histeria,Negative
menahan,Negative
mengonsumsi,Negative
beterjunan,Negative
